id,pos0,length0,dir0,pos1,length1,dir1,pos2,length2,dir2,pos3,length3,dir3,pos4,length4,dir4,pos5,length5,dir5,pos6,length6,dir6,pos7,length7,dir7,pos8,length8,dir8,pos9,length9,dir9,pos10,length10,dir10,pos11,length11,dir11,pos12,length12,dir12,pos13,length13,dir13,pos14,length14,dir14,pos15,length15,dir15,pos16,length16,dir16,pos17,length17,dir17,pos18,length18,dir18,pos19,length19,dir19,pos20,length20,dir20,pos21,length21,dir21,pos22,length22,dir22,pos23,length23,dir23,pos24,length24,dir24,pos25,length25,dir25,pos26,length26,dir26,pos27,length27,dir27,pos28,length28,dir28,pos29,length29,dir29,pos30,length30,dir30,pos31,length31,dir31,pos32,length32,dir32,pos33,length33,dir33,pos34,length34,dir34,pos35,length35,dir35,pos36,length36,dir36,pos37,length37,dir37,pos38,length38,dir38,pos39,length39,dir39,pos40,length40,dir40,pos41,length41,dir41,pos42,length42,dir42,pos43,length43,dir43,pos44,length44,dir44,pos45,length45,dir45,pos46,length46,dir46,pos47,length47,dir47,pos48,length48,dir48,pos49,length49,dir49,pos50,length50,dir50,pos51,length51,dir51,pos52,length52,dir52,pos53,length53,dir53,pos54,length54,dir54,pos55,length55,dir55,pos56,length56,dir56,pos57,length57,dir57,pos58,length58,dir58,pos59,length59,dir59,pos60,length60,dir60,pos61,length61,dir61,pos62,length62,dir62,pos63,length63,dir63,pos64,length64,dir64,pos65,length65,dir65,pos66,length66,dir66,pos67,length67,dir67,pos68,length68,dir68,pos69,length69,dir69,pos70,length70,dir70,pos71,length71,dir71,pos72,length72,dir72,pos73,length73,dir73,pos74,length74,dir74,pos75,length75,dir75,pos76,length76,dir76,pos77,length77,dir77,pos78,length78,dir78,pos79,length79,dir79,pos80,length80,dir80,pos81,length81,dir81,pos82,length82,dir82,pos83,length83,dir83,pos84,length84,dir84,pos85,length85,dir85,pos86,length86,dir86,pos87,length87,dir87,pos88,length88,dir88,pos89,length89,dir89,pos90,length90,dir90,pos91,length91,dir91,pos92,length92,dir92,pos93,length93,dir93,pos94,length94,dir94,pos95,length95,dir95,pos96,length96,dir96,pos97,length97,dir97,pos98,length98,dir98,pos99,length99,dir99,pos100,length100,dir100,pos101,length101,dir101,pos102,length102,dir102,pos103,length103,dir103,pos104,length104,dir104,pos105,length105,dir105,pos106,length106,dir106,pos107,length107,dir107,pos108,length108,dir108,pos109,length109,dir109,pos110,length110,dir110,pos111,length111,dir111,pos112,length112,dir112,pos113,length113,dir113,pos114,length114,dir114,pos115,length115,dir115,pos116,length116,dir116,pos117,length117,dir117,pos118,length118,dir118,pos119,length119,dir119,pos120,length120,dir120,pos121,length121,dir121,pos122,length122,dir122,pos123,length123,dir123,pos124,length124,dir124,pos125,length125,dir125,pos126,length126,dir126,pos127,length127,dir127,pos128,length128,dir128,pos129,length129,dir129,pos130,length130,dir130,pos131,length131,dir131,pos132,length132,dir132,pos133,length133,dir133,pos134,length134,dir134,pos135,length135,dir135,pos136,length136,dir136,pos137,length137,dir137,pos138,length138,dir138,pos139,length139,dir139,pos140,length140,dir140,pos141,length141,dir141,pos142,length142,dir142,pos143,length143,dir143,pos144,length144,dir144,pos145,length145,dir145,pos146,length146,dir146,pos147,length147,dir147,pos148,length148,dir148,pos149,length149,dir149,pos150,length150,dir150,pos151,length151,dir151,pos152,length152,dir152,pos153,length153,dir153,pos154,length154,dir154,pos155,length155,dir155,pos156,length156,dir156,pos157,length157,dir157,pos158,length158,dir158,pos159,length159,dir159,pos160,length160,dir160,pos161,length161,dir161,pos162,length162,dir162,pos163,length163,dir163,pos164,length164,dir164,pos165,length165,dir165,pos166,length166,dir166,pos167,length167,dir167,pos168,length168,dir168,pos169,length169,dir169,pos170,length170,dir170,pos171,length171,dir171,pos172,length172,dir172,pos173,length173,dir173,pos174,length174,dir174,pos175,length175,dir175,pos176,length176,dir176,pos177,length177,dir177,pos178,length178,dir178,pos179,length179,dir179,pos180,length180,dir180,pos181,length181,dir181,pos182,length182,dir182,pos183,length183,dir183,pos184,length184,dir184,pos185,length185,dir185,pos186,length186,dir186,pos187,length187,dir187,pos188,length188,dir188,pos189,length189,dir189,pos190,length190,dir190,pos191,length191,dir191,pos192,length192,dir192,pos193,length193,dir193,pos194,length194,dir194,pos195,length195,dir195,pos196,length196,dir196,pos197,length197,dir197,pos198,length198,dir198,pos199,length199,dir199,pos200,length200,dir200
g1,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+,1,999,+
g2,3001,999,+,3001,999,+,3001,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3151,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3301,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3451,999,+,3601,999,+,3601,999,+,3601,999,+,3601,999,+,3601,999,+,3601,999,+,3601,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3751,999,+,3901,999,+,3901,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4051,999,+,4201,999,+,4201,999,+,4201,999,+,4351,999,+,4351,999,+,4351,999,+,4351,999,+,4351,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4501,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4651,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4801,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,4951,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+,5101,999,+
g3,6001,999,+,6001,999,+,6001,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6151,999,+,6301,999,+,6301,999,+,6301,999,+,6301,999,+,6301,999,+,6301,999,+,6301,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6451,999,+,6601,999,+,6601,999,+,6601,999,+,6601,999,+,6601,999,+,6601,999,+,6601,999,+,6751,999,+,6751,999,+,6751,999,+,6751,999,+,6901,999,+,6901,999,+,6901,999,+,6901,999,+,6901,999,+,6901,999,+,6901,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7051,999,+,7201,999,+,7201,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7351,999,+,7501,999,+,7651,999,+,7651,999,+,7651,999,+,7801,999,+,7801,999,+,7801,999,+,7801,999,+,7801,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,7951,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8101,999,+,8251,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8401,999,+,8551,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8701,999,+,8851,999,+,8851,999,+,9001,999,+,9001,999,+,9001,999,+,9151,999,+,9151,999,+,9151,999,+,9151,999,+,9151,999,+,9151,999,+,9151,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+
g4,9001,999,+,9001,999,+,9151,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9301,999,+,9451,999,+,9451,999,+,9451,999,+,9451,999,+,9451,999,+,9451,999,+,9451,999,+,9601,999,+,9601,999,+,9601,999,+,9601,999,+,9601,999,+,9751,999,+,9751,999,+,9751,999,+,9751,999,+,9751,999,+,9751,999,+,9901,999,+,9901,999,+,9901,999,+,9901,999,+,9901,999,+,9901,999,+,9901,999,+,10051,999,+,10051,999,+,10051,999,+,10051,999,+,10201,999,+,10201,999,+,10201,999,+,10201,999,+,10201,999,+,10201,999,+,10201,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10351,999,+,10501,999,+,10501,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10651,999,+,10801,999,+,10951,999,+,11101,999,+,11101,999,+,11251,999,+,11251,999,+,11251,999,+,11251,999,+,11251,999,+,11401,999,+,11401,999,+,11401,999,+,11551,999,+,11701,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,11851,999,+,12001,999,+,12001,999,+,12001,999,+,12001,999,+,12001,999,+,12001,999,+,12001,999,+,12001,999,+,12151,999,+,12301,999,+,12301,999,+,12301,999,+,12301,999,+,12301,999,+,12451,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12751,999,+,12751,999,+,12751,999,+,12751,999,+,12751,999,+,12751,999,+,12901,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13201,999,+,13201,999,+,13351,999,+,13351,999,+,13351,999,+,13351,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13501,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13801,999,+,13801,999,+,13951,999,+,13951,999,+,13951,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14251,999,+,14251,999,+,14251,999,+,14251,999,+,14251,999,+,14401,999,+,14401,999,+,14551,999,+,14551,999,+,14551,999,+,14701,999,+,14701,999,+,14701,999,+,14701,999,+,14701,999,+,14701,999,+,14701,999,+,14851,999,+,14851,999,+,14851,999,+,14851,999,+,14851,999,+
g5,12001,999,+,12001,999,+,12151,999,+,12301,999,+,12301,999,+,12301,999,+,12301,999,+,12451,999,+,12451,999,+,12451,999,+,12451,999,+,12451,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12601,999,+,12751,999,+,12751,999,+,12751,999,+,12751,999,+,12751,999,+,12901,999,+,12901,999,+,12901,999,+,12901,999,+,12901,999,+,12901,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13051,999,+,13201,999,+,13201,999,+,13201,999,+,13201,999,+,13351,999,+,13351,999,+,13351,999,+,13351,999,+,13501,999,+,13501,999,+,13501,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13651,999,+,13801,999,+,13801,999,+,13801,999,+,13801,999,+,13801,999,+,13801,999,+,13801,999,+,13951,999,+,13951,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14101,999,+,14251,999,+,14401,999,+,14551,999,+,14551,999,+,14701,999,+,14701,999,+,14701,999,+,14851,999,+,14851,999,+,15001,999,+,15001,999,+,15001,999,+,15151,999,+,15301,999,+,15451,999,+,15451,999,+,15451,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15901,999,+,16051,999,+,16051,999,+,16051,999,+,16051,999,+,16051,999,+,16201,999,+,16351,999,+,16351,999,+,16351,999,+,16351,999,+,16501,999,+,16651,999,+,16651,999,+,16651,999,+,16801,999,+,16801,999,+,16801,999,+,16951,999,+,17101,999,+,17101,999,+,17101,999,+,17101,999,+,17101,999,+,17251,999,+,17251,999,+,17401,999,+,17401,999,+,17401,999,+,17551,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17701,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,18001,999,+,18001,999,+,18151,999,+,18301,999,+,18301,999,+,18451,999,+,18451,999,+,18451,999,+,18451,999,+,18451,999,+,18451,999,+,18451,999,+,18601,999,+,18751,999,+,18751,999,+,18751,999,+,18751,999,+,18901,999,+,19051,999,+,19201,999,+,19201,999,+,19201,999,+,19351,999,+,19501,999,+,19501,999,+,19501,999,+,19501,999,+,19501,999,+,19501,999,+,19651,999,+,19651,999,+,19651,999,+,19651,999,+,19651,999,+
g6,15001,999,+,15151,999,+,15301,999,+,15451,999,+,15451,999,+,15451,999,+,15451,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15601,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15751,999,+,15901,999,+,15901,999,+,15901,999,+,15901,999,+,15901,999,+,16051,999,+,16051,999,+,16051,999,+,16051,999,+,16051,999,+,16201,999,+,16351,999,+,16351,999,+,16351,999,+,16351,999,+,16351,999,+,16351,999,+,16351,999,+,16501,999,+,16501,999,+,16501,999,+,16501,999,+,16651,999,+,16801,999,+,16951,999,+,16951,999,+,17101,999,+,17251,999,+,17251,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17401,999,+,17551,999,+,17551,999,+,17551,999,+,17551,999,+,17551,999,+,17551,999,+,17551,999,+,17701,999,+,17701,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,17851,999,+,18001,999,+,18151,999,+,18301,999,+,18451,999,+,18451,999,+,18601,999,+,18601,999,+,18601,999,+,18751,999,+,18751,999,+,18901,999,+,18901,999,+,18901,999,+,19051,999,+,19201,999,+,19351,999,+,19351,999,+,19501,999,+,19651,999,+,19801,999,+,19801,999,+,19951,999,+,20101,999,+,20101,999,+,20101,999,+,20101,999,+,20101,999,+,20251,999,+,20251,999,+,20251,999,+,20251,999,+,20251,999,+,20251,999,+,20251,999,+,20401,999,+,20551,999,+,20701,999,+,20851,999,+,20851,999,+,20851,999,+,20851,999,+,21001,999,+,21151,999,+,21151,999,+,21151,999,+,21151,999,+,21301,999,+,21451,999,+,21451,999,+,21451,999,+,21601,999,+,21601,999,+,21751,999,+,21901,999,+,22051,999,+,22051,999,+,22201,999,+,22201,999,+,22201,999,+,22351,999,+,22351,999,+,22501,999,+,22501,999,+,22501,999,+,22651,999,+,22801,999,+,22801,999,+,22801,999,+,22801,999,+,22951,999,+,22951,999,+,22951,999,+,22951,999,+,22951,999,+,22951,999,+,22951,999,+,22951,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23101,999,+,23251,999,+,23251,999,+,23401,999,+,23551,999,+,23551,999,+,23701,999,+,23701,999,+,23701,999,+,23701,999,+,23701,999,+,23701,999,+,23701,999,+,23851,999,+,24001,999,+,24151,999,+,24151,999,+,24151,999,+,24301,999,+,24451,999,+,24601,999,+,24601,999,+,24601,999,+,24751,999,+,24901,999,+,24901,999,+,24901,999,+,24901,999,+,24901,999,+,24901,999,+,25051,999,+,25051,999,+,25051,999,+,25051,999,+,25051,999,+
